"Year","Week","ABW","AIA","ARG","ATG","BES","BHS","BLZ","BMU","BOL","BRA","BRB","CAN","CHL","COL","CRI","CUB","CUW","CYM","DMA","DOM","ECU","FLK","GLP","GRD","GRL","GTM","GUF","GUY","HND","HTI","JAM","KNA","LCA","MEX","MSR","MTQ","NIC","PAN","PER","PRI","PRY","SLV","SPM","SUR","SXM","TCA","TTO","URY","USA","VCT","VEN","VGB","VIR"
2017,22,0,1,6,0,0,1,35,0,25,0,0,0,0,0,41,0,0,0,0,0,41,0,0,0,0,0,21,0,15,0,11,0,0,0,0,3,14,33,144,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017,23,0,0,2,0,0,4,30,0,10,0,0,0,0,0,54,0,0,0,0,1,55,0,0,0,0,0,7,0,15,0,9,0,0,0,0,10,14,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017,24,0,0,0,0,0,0,29,0,0,0,0,0,0,0,61,0,0,0,0,0,55,0,0,0,0,0,5,0,10,0,5,0,0,0,0,10,11,72,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,25,0,0,17,0,0,1,31,0,0,0,0,0,0,0,60,0,0,0,0,0,37,0,0,0,0,0,7,0,10,0,5,0,0,0,0,3,17,58,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,26,0,0,12,0,0,4,38,0,0,0,0,0,0,0,90,0,0,1,0,1,31,0,0,0,0,0,14,0,10,0,2,0,0,0,0,3,17,88,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,27,0,0,0,1,0,3,48,0,0,0,0,0,0,0,79,0,0,1,0,0,36,0,0,0,0,0,14,0,15,0,2,0,0,0,0,3,17,77,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,28,0,0,3,0,0,4,34,0,0,0,0,0,0,24,83,0,0,0,0,0,22,0,0,0,0,0,0,0,25,0,3,0,0,0,0,3,17,75,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,29,0,0,0,0,0,0,37,0,0,0,0,0,0,0,94,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2017,30,0,1,1,0,0,1,27,0,0,0,0,0,0,0,109,0,0,0,0,0,16,0,0,0,0,0,36,0,15,0,2,0,0,0,0,3,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,31,0,0,0,0,0,0,9,0,0,0,0,0,0,0,98,0,0,0,0,0,17,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,32,0,0,14,0,0,0,4,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
